PQ,SQ,RQ,PQ_th,SQ_th,RQ_th,PQ_st,SQ_st,RQ_st
58.04620800681304,69.7250743571187,36.55033411540981,0.0,0.0,0.0,107.80010058408133,129.48942380607758,67.87919192861821
99.66836052881897,108.38917799813692,41.60815397324943,0.0,0.0,0.0,185.09838383923523,201.29418771082572,77.27228595032037
106.63565920280973,112.78797155149189,64.54547257224665,35.91671525680759,41.25337077813729,43.500881834215164,167.25189687081155,174.10334364293868,82.58369320484505
126.46337188206276,135.16633656812093,70.79107410502262,50.557708762975864,58.69444707172883,57.43341282656566,191.5253688412801,200.71367042217125,82.24049805798572
142.36918047073576,152.86279534867322,89.2386560369939,76.71254993449233,84.16774800801633,91.05279539564485,198.64629235894438,211.74426449780762,87.68367944386453
145.3327739847389,153.8368924542538,92.03332223327638,82.08749817816354,86.73478459404075,94.6056488726442,199.54301039037497,211.35298490586507,89.828470828104
156.94709566575386,163.92775513364515,93.09135059588388,82.12516116073725,86.02003636374542,95.42989417989419,221.08018238433948,230.7057997935591,91.0868846667322
169.09263643398128,173.71966675051215,95.29085610918938,83.6697509115017,86.02666373919595,97.20033354179697,242.31225259610665,248.88509790306892,93.65416116695434
159.93521162524027,164.15628450655498,96.19071578516849,84.67444929749513,87.75283246426055,96.45959280105623,224.44443647759323,229.64495768566456,95.9602497715504
171.46705779969702,175.67267665728997,95.9716485561234,84.92873195375344,87.50814333364106,96.99381078691424,245.64276566764866,251.24227664898905,95.09550950115982
187.7700833595141,191.54489729654105,96.80411579015448,86.34274369706877,88.31255848251938,97.78862614519254,274.70780307018157,280.029759137131,95.9602497715504
183.45412334973247,185.1820266275102,98.30809174214896,86.25848402834913,89.42995353077526,96.45857688410881,266.76467133948967,267.2552321389973,99.89339019189765
244.8798466334929,246.3824701056642,98.68076845339769,88.1991879897546,89.85857318799523,98.14323607427056,379.1775540424115,380.545810320809,99.14151049264953
198.03828005624254,199.36470359296078,99.05261255688852,87.87041079955607,89.54229738911201,98.14323607427056,292.4678822762595,293.49819462483117,99.8320781134182
193.27248867290666,194.32601315739498,99.08562675299284,87.67379099512684,89.3112100674418,98.14323607427056,283.7856581110036,284.338701520212,99.89339019189765
183.51248696801255,185.67290712715325,98.01195251497758,87.91655302093596,90.05350519987763,97.60683760683762,265.45185892264954,267.6323944933895,98.35919386481186
264.2322305491409,266.1307180819816,98.25197764348167,90.13879252033935,91.31998984095492,98.71794871794873,413.4551774309708,415.9684851457189,97.85257386536703
179.43446013373824,180.48618975691625,99.05659903475559,87.84246056814126,89.5136878748815,98.14323607427056,257.94188833282135,258.46261994151746,99.8394815723142
209.01187492978357,209.78531812925695,99.1430320342787,88.77458299836327,90.45037659722232,98.14323607427056,312.072410871001,312.072410871001,100.0
206.836616970238,208.88145070798694,98.01532079420792,89.40599421844554,91.11935290824776,98.14323607427056,307.4914364717744,309.8203916791919,97.90567912558281
