PQ,SQ,RQ,PQ_th,SQ_th,RQ_th,PQ_st,SQ_st,RQ_st
82.51026393875883,94.63382545050128,41.649572954232674,0.0,0.0,0.0,153.23334731483783,175.74853297950236,77.34920691500353
118.31858127242472,128.9923068288611,59.586828591831434,23.899912588522486,30.510292339378537,26.1993769470405,199.24886871576948,213.4054621055605,88.2046442873665
167.35373287325712,172.99334387691445,80.62801447173406,58.53011521787431,61.00305261548987,63.966588966588965,260.63111943501383,268.98502210099264,94.90923633328697
167.21752035952343,174.71916646538952,92.99663031391667,82.81214645125812,92.54188459302526,89.54116059379218,239.56498370946514,245.15683664170177,95.95846150259476
181.05275080116613,183.14040033279008,98.38371865290594,89.57148184355816,91.64257102656693,97.73673200922991,259.46526705054436,261.5671111666956,98.93827863319969
326.63080865602217,328.82046779748345,97.82770353341994,90.59395615622124,92.69709096512592,97.73673200922991,528.9481107987087,531.21193365379,97.90567912558281
219.69124665284374,222.4287864386286,97.60625843967816,90.45866855737138,92.19037058407436,98.14323607427056,330.4620278775343,334.06171431396075,97.1459918957418
176.12333691206626,181.59653419540027,95.13038490501299,91.4196296328773,93.15707504627463,98.14323607427056,248.72651457994257,257.4017848946508,92.54794104564937
350.72945969168956,354.1716495445317,96.60362599513002,91.11406662848428,92.32413528002317,98.71794871794873,573.2569394601514,578.6123760569677,94.79134937557113
262.18250750311654,262.7484145334497,99.40828402366864,92.37600455192174,93.60213645097731,98.71794871794873,407.73093860414053,407.73093860414053,100.0
244.1945953616712,244.76225017843998,99.40828402366864,92.49434313308771,93.72426190275348,98.71794871794873,374.22338298617126,374.22338298617126,100.0
