PQ,SQ,RQ,PQ_th,SQ_th,RQ_th,PQ_st,SQ_st,RQ_st
98.46897544365127,111.21435432779074,39.55135773317592,0.0,0.0,0.0,154.736961411452,174.76541394367118,62.15213358070501
149.28457623202925,190.10685122643727,67.98504525777254,43.79972295308329,43.79972295308329,50.0,209.56163524856981,273.7109245254967,78.2622139764997
217.06237877982466,278.6820490163602,78.59110586383314,65.07706513552489,65.07706513552489,75.0,303.9111294337102,400.7420398054089,80.64316635745207
238.61458708874088,285.9426641920289,82.28256591892954,65.56125791576342,65.56125791576342,75.0,337.5022037590138,411.8748963498949,86.44403215831787
228.6772268306554,276.5521950902294,79.25226288862652,65.91690157976836,65.91690157976836,75.0,321.68312697401944,396.91521995335,81.68212739641312
233.1075183051529,282.1688496784104,79.25226288862652,66.47485895550871,66.47485895550871,75.0,328.32618079066384,405.42255866292567,81.68212739641312
243.4848011335611,256.21185352722426,80.24399842581661,64.64853807015731,66.56773215557821,72.72727272727273,345.67695145550607,364.57992288245055,84.53927025355597
242.4787818968346,293.8124736541296,79.25226288862652,66.91835608054988,66.91835608054988,75.0,342.79902522042585,423.46625512474657,81.68212739641312
238.17522624779107,288.2786418205656,79.25226288862652,66.55553764644341,66.55553764644341,75.0,336.2436197342755,414.97755849149263,81.68212739641312
245.00968148521704,257.16366150232466,81.07044470680833,66.22527864390547,66.22527864390547,75.0,347.1721973945379,366.27130884999275,84.53927025355597
236.43220709583633,248.64442365172832,81.07044470680833,65.51768166326178,65.51768166326178,75.0,334.09765020016465,353.2882762165663,84.53927025355597
